Access to electricity (% of population),Access to clean fuels for cooking,Renewable-electricity-generating-capacity-per-capita,Financial flows to developing countries (US $),Renewable energy share in the total final energy consumption (%),Electricity from fossil fuels (TWh),Electricity from nuclear (TWh),Electricity from renewables (TWh),Low-carbon electricity (% electricity),Primary energy consumption per capita (kWh/person),Energy intensity level of primary energy (MJ/$2017 PPP GDP),Value_co2_emissions_kt_by_country,Renewables (% equivalent primary energy),gdp_growth,gdp_per_capita,Density\n(P/Km2),Land Area(Km2),Latitude,Longitude
100.00,100.00,,,25.35,11.92,0.00,1.05,8.10,54935.60,6.77,19000.00,4.39,2.44,14663.04,31.00,45228.00,58.60,25.01
100.00,100.00,,,24.98,11.71,0.00,1.18,9.15,54965.70,6.30,18170.00,4.93,7.26,17464.92,31.00,45228.00,58.60,25.01
100.00,100.00,,,24.88,10.49,0.00,1.47,12.29,55555.88,6.00,16890.00,6.13,3.23,17404.20,31.00,45228.00,58.60,25.01
100.00,100.00,,,24.43,12.05,0.00,1.23,9.26,58773.52,6.54,19320.00,4.71,1.46,19050.59,31.00,45228.00,58.60,25.01
100.00,100.00,,,25.30,11.06,0.00,1.39,11.16,56413.82,6.02,17940.00,5.51,3.01,20234.12,31.00,45228.00,58.60,25.01
100.00,100.00,,,28.16,8.59,0.00,1.56,15.37,52196.05,5.59,15540.00,6.58,1.85,17395.04,31.00,45228.00,58.60,25.01
100.00,100.00,,,27.24,10.58,0.00,1.59,13.06,53774.25,5.94,15990.00,6.43,3.16,18282.92,31.00,45228.00,58.60,25.01
100.00,100.00,,,27.53,11.30,0.00,1.86,14.13,59568.55,5.36,16710.00,6.83,5.79,20387.28,31.00,45228.00,58.60,25.01
100.00,100.00,,,28.59,10.38,0.00,1.99,16.09,58899.95,5.54,15320.00,7.51,4.13,23052.30,31.00,45228.00,58.60,25.01
100.00,100.00,,,31.29,5.47,0.00,2.14,28.12,47295.34,4.49,10180.00,9.91,4.10,23397.12,31.00,45228.00,58.60,25.01
100.00,100.00,,,,3.11,0.00,2.97,48.85,44218.28,,,14.14,-2.95,23027.03,31.00,45228.00,58.60,25.01
20.20,24.30,103.24,,59.39,0.06,0.00,0.55,90.16,6083.90,6.23,690.00,,1.76,1728.71,67.00,17364.00,-26.52,31.47
26.90,25.40,102.41,,61.24,0.06,0.00,0.57,90.48,6071.87,5.98,610.00,,1.05,1521.77,67.00,17364.00,-26.52,31.47
25.81,26.40,101.86,,63.65,0.06,0.00,0.59,90.77,6199.81,5.89,620.00,,4.38,1405.45,67.00,17364.00,-26.52,31.47
28.61,27.80,101.50,9820000.00,65.59,0.06,0.00,0.50,89.29,5659.06,5.66,630.00,,3.88,2148.63,67.00,17364.00,-26.52,31.47
31.40,29.30,101.19,,65.64,0.06,0.00,0.47,88.68,5462.63,5.45,630.00,,3.62,2699.13,67.00,17364.00,-26.52,31.47
34.19,30.10,100.83,,66.56,0.06,0.00,0.54,90.00,5620.22,5.32,660.00,,6.00,3083.84,67.00,17364.00,-26.52,31.47
35.20,31.80,100.33,,71.42,0.06,0.00,0.54,90.00,5687.31,5.76,650.00,,5.99,3176.69,67.00,17364.00,-26.52,31.47
39.79,33.70,99.76,,71.35,0.06,0.00,0.57,90.48,5892.16,5.64,660.00,,4.44,3327.45,67.00,17364.00,-26.52,31.47
42.60,35.30,117.95,,72.68,0.06,0.00,0.54,90.00,5664.23,5.61,630.00,,0.82,3137.39,67.00,17364.00,-26.52,31.47
38.60,37.10,117.14,,70.83,0.06,0.00,0.57,90.48,5503.01,5.52,700.00,,1.57,3385.86,67.00,17364.00,-26.52,31.47
45.55,39.10,116.65,,72.39,0.06,0.00,0.58,90.63,5146.96,5.22,650.00,,3.79,4168.49,67.00,17364.00,-26.52,31.47
51.15,41.00,173.35,,72.52,0.03,0.00,0.68,95.77,5236.06,5.18,660.00,,2.25,4496.61,67.00,17364.00,-26.52,31.47
54.37,42.70,172.21,,71.41,0.04,0.00,0.70,94.59,5162.85,5.08,680.00,,5.40,4527.57,67.00,17364.00,-26.52,31.47
57.56,44.20,171.03,,69.70,0.04,0.00,0.77,95.06,5053.26,5.39,750.00,,3.86,4230.17,67.00,17364.00,-26.52,31.47
65.00,46.30,154.25,,71.67,0.04,0.00,0.61,93.85,5096.14,4.74,750.00,,0.92,4039.16,67.00,17364.00,-26.52,31.47
64.01,47.60,153.01,1040000.00,71.68,0.04,0.00,0.51,92.73,5016.50,4.99,770.00,,2.23,3680.35,67.00,17364.00,-26.52,31.47
63.43,49.20,151.73,,69.61,0.04,0.00,0.52,92.86,5267.83,5.28,840.00,,1.06,3425.53,67.00,17364.00,-26.52,31.47
73.50,50.60,150.27,,65.54,0.04,0.00,0.63,94.03,5553.85,4.44,890.00,,2.03,3914.42,67.00,17364.00,-26.52,31.47
73.92,52.40,148.76,,66.07,0.04,0.00,0.71,94.67,5823.58,4.50,910.00,,2.37,4105.89,67.00,17364.00,-26.52,31.47
76.87,53.80,147.22,,65.95,0.04,0.00,0.67,94.37,5780.25,4.67,960.00,,2.61,3915.64,67.00,17364.00,-26.52,31.47
79.73,55.40,145.70,,,0.04,0.00,0.70,94.59,5614.89,,,,-1.85,3424.28,67.00,17364.00,-26.52,31.47
12.70,0.90,6.12,1500000.00,95.55,0.06,0.00,1.64,96.47,287.99,21.38,3560.00,,6.07,124.46,115.00,1104300.00,9.15,40.49
10.16,0.90,7.01,790000.00,94.60,0.06,0.00,1.98,97.06,304.55,20.52,4400.00,,8.30,120.77,115.00,1104300.00,9.15,40.49
11.85,1.00,6.81,205460000.00,94.53,0.06,0.00,2.01,97.10,303.85,20.82,4570.00,,1.51,111.93,115.00,1104300.00,9.15,40.49
13.54,1.00,7.09,7790000.00,94.23,0.06,0.00,2.27,97.42,319.22,21.97,5020.00,,-2.16,119.49,115.00,1104300.00,9.15,40.49
15.23,1.10,9.72,640000.00,94.13,0.06,0.00,2.51,97.67,331.66,19.93,5330.00,,13.57,136.47,115.00,1104300.00,9.15,40.49
14.00,1.10,9.45,364870000.00,94.73,0.06,0.00,2.82,97.92,370.19,18.24,5050.00,,11.82,162.43,115.00,1104300.00,9.15,40.49
18.60,1.30,9.19,420000.00,94.54,0.06,0.00,3.24,98.18,394.91,16.97,5400.00,,10.83,194.69,115.00,1104300.00,9.15,40.49
20.29,1.40,8.94,204140000.00,94.16,0.17,0.00,3.37,95.20,424.85,15.73,5960.00,,11.46,244.29,115.00,1104300.00,9.15,40.49
21.98,1.60,8.70,320000.00,94.09,0.44,0.00,3.31,88.27,432.32,14.65,6490.00,,10.79,326.44,115.00,1104300.00,9.15,40.49
23.69,1.90,16.91,4284370000.00,94.18,0.42,0.00,3.55,89.42,434.64,13.85,6530.00,,8.80,380.57,115.00,1104300.00,9.15,40.49
25.41,2.10,21.70,92370000.00,94.11,0.08,0.00,4.91,98.40,468.26,12.65,6470.00,,12.55,341.55,115.00,1104300.00,9.15,40.49
23.00,2.50,23.08,109570000.00,93.56,0.07,0.00,6.25,98.89,514.25,11.80,7540.00,,11.18,354.48,115.00,1104300.00,9.15,40.49
28.90,2.90,22.44,54000000.00,93.30,0.04,0.00,7.51,99.47,557.10,11.19,8480.00,,8.65,467.08,115.00,1104300.00,9.15,40.49
30.67,3.20,23.32,292840000.00,92.49,0.03,0.00,8.64,99.65,632.63,10.51,10080.00,,10.58,499.53,115.00,1104300.00,9.15,40.49
27.20,3.70,22.73,655350000.00,91.25,0.02,0.00,9.45,99.79,697.63,9.94,12340.00,,10.26,566.93,115.00,1104300.00,9.15,40.49
29.00,4.30,25.97,300680000.00,91.56,0.02,0.00,10.37,99.81,715.42,9.21,12890.00,,10.39,640.54,115.00,1104300.00,9.15,40.49
42.90,4.90,25.57,54100000.00,90.49,0.01,0.00,12.46,99.92,807.24,8.72,14970.00,,9.43,717.12,115.00,1104300.00,9.15,40.49
44.30,5.45,41.03,361270000.00,90.22,0.01,0.00,13.12,99.92,794.98,8.20,15820.00,,9.56,768.52,115.00,1104300.00,9.15,40.49
44.94,6.20,40.75,33800000.00,89.42,0.01,0.00,13.78,99.93,823.58,7.88,17240.00,,6.82,771.52,115.00,1104300.00,9.15,40.49
48.06,7.00,39.71,56700000.00,88.92,0.01,0.00,14.22,99.93,921.99,7.53,18360.00,,8.36,855.76,115.00,1104300.00,9.15,40.49
51.09,7.80,40.99,,,0.01,0.00,14.22,99.93,860.10,,,,6.06,936.34,115.00,1104300.00,9.15,40.49
75.72,28.20,133.85,,50.06,0.18,0.00,0.44,70.97,9308.96,2.75,810.00,,-1.70,2069.32,49.00,18274.00,-17.71,178.07
77.00,28.15,133.42,,40.44,0.17,0.00,0.50,74.63,9575.00,2.97,1040.00,,2.00,2030.25,49.00,18274.00,-17.71,178.07
79.63,28.20,133.24,,48.98,0.21,0.00,0.50,70.42,8027.73,2.69,880.00,,3.20,2248.71,49.00,18274.00,-17.71,178.07
80.00,28.30,133.15,,40.83,0.31,0.00,0.41,56.94,8717.40,2.79,1050.00,,1.00,2818.91,49.00,18274.00,-17.71,178.07
80.79,28.50,140.77,310000.00,35.72,0.31,0.00,0.44,58.67,11433.93,3.27,1470.00,,5.30,3311.16,49.00,18274.00,-17.71,178.07
82.05,28.70,140.22,260000.00,40.02,0.37,0.00,0.42,53.16,9695.10,2.72,1290.00,,0.70,3627.63,49.00,18274.00,-17.71,178.07
83.31,29.20,153.81,,39.07,0.39,0.00,0.45,53.57,10524.99,2.91,1380.00,,1.85,3715.93,49.00,18274.00,-17.71,178.07
88.90,29.60,164.45,50000.00,36.04,0.27,0.00,0.60,68.97,10062.74,2.70,1260.00,,-0.85,4040.15,49.00,18274.00,-17.71,178.07
86.16,30.20,173.35,,40.89,0.26,0.00,0.62,70.45,7890.73,2.15,970.00,,1.03,4167.69,49.00,18274.00,-17.71,178.07
87.13,31.00,171.69,96070000.00,40.09,0.28,0.00,0.58,67.44,6803.48,1.93,970.00,,-1.39,3362.82,49.00,18274.00,-17.71,178.07
89.25,31.90,170.56,,26.49,0.35,0.00,0.55,61.11,9167.49,2.29,1160.00,,2.95,3652.54,49.00,18274.00,-17.71,178.07
90.15,33.20,169.88,10000.00,31.15,0.30,0.00,0.56,65.12,7085.08,2.23,1110.00,,2.71,4371.45,49.00,18274.00,-17.71,178.07
91.07,34.50,221.18,110000.00,31.73,0.24,0.00,0.62,72.09,7121.29,2.11,1030.00,,1.41,4591.58,49.00,18274.00,-17.71,178.07
91.75,36.60,220.53,4710000.00,32.81,0.27,0.00,0.61,69.32,7502.87,2.19,1130.00,,4.73,4840.73,49.00,18274.00,-17.71,178.07
93.79,38.10,220.93,6670000.00,33.17,0.38,0.00,0.53,58.24,7886.43,2.33,1290.00,,5.60,5605.61,49.00,18274.00,-17.71,178.07
95.17,40.30,222.02,1700000.00,32.74,0.43,0.00,0.53,55.21,8231.74,2.30,1380.00,,4.50,5390.71,49.00,18274.00,-17.71,178.07
96.56,42.40,223.35,180000.00,27.68,0.36,0.00,0.60,62.50,8094.51,2.01,1520.00,,2.45,5651.27,49.00,18274.00,-17.71,178.07
96.00,44.60,238.59,50000.00,28.55,0.41,0.00,0.64,60.95,8787.31,2.15,1650.00,,5.35,6101.02,49.00,18274.00,-17.71,178.07
99.37,46.70,239.61,5620000.00,25.80,0.38,0.00,0.71,65.14,9316.59,2.12,1630.00,,3.81,6317.41,49.00,18274.00,-17.71,178.07
99.72,49.40,237.93,110000.00,26.48,0.42,0.00,0.71,62.83,9417.63,2.15,1630.00,,-0.45,6175.89,49.00,18274.00,-17.71,178.07
100.00,51.40,236.38,,,0.40,0.00,0.70,63.64,9030.61,,,,-15.71,5057.63,49.00,18274.00,-17.71,178.07
100.00,100.00,,,31.68,23.93,22.48,23.38,65.71,69377.00,6.57,55100.00,19.70,5.77,24285.47,18.00,338145.00,61.92,25.75
100.00,100.00,,,29.25,29.98,22.77,21.54,59.64,70719.58,6.57,61090.00,17.72,2.61,24946.19,18.00,338145.00,61.92,25.75
100.00,100.00,,,29.52,32.60,22.30,19.83,56.38,70908.92,6.79,63440.00,16.26,1.71,26869.67,18.00,338145.00,61.92,25.75
100.00,100.00,,,28.35,42.29,22.73,19.06,49.70,75758.37,7.02,71710.00,14.59,2.00,32855.13,18.00,338145.00,61.92,25.75
100.00,100.00,,,31.10,37.25,22.72,25.63,56.48,75218.67,6.83,67680.00,19.51,3.99,37702.85,18.00,338145.00,61.92,25.75
100.00,100.00,,,31.52,23.60,23.27,23.46,66.44,68155.33,6.13,55460.00,19.46,2.78,39040.29,18.00,338145.00,61.92,25.75
100.00,100.00,,,31.25,36.68,22.91,22.46,55.30,72824.56,6.41,67020.00,17.53,4.03,41188.09,18.00,338145.00,61.92,25.75
100.00,100.00,,,31.80,33.18,23.42,24.32,59.00,72265.94,6.00,65100.00,18.87,5.30,48414.85,18.00,338145.00,61.92,25.75
100.00,100.00,,,34.61,26.25,22.96,27.77,65.90,69352.66,5.71,56660.00,22.43,0.78,53554.04,18.00,338145.00,61.92,25.75
100.00,100.00,,,32.46,26.55,23.53,21.70,63.01,63925.77,5.86,54180.00,19.18,-8.07,47293.99,18.00,338145.00,61.92,25.75
100.00,100.00,,,33.43,33.36,22.80,24.18,58.48,69228.28,6.22,62530.00,19.65,3.19,46459.97,18.00,338145.00,61.92,25.75
100.00,100.00,,,35.14,25.84,23.19,24.18,64.70,64942.78,5.83,55120.00,20.96,2.55,51082.00,18.00,338145.00,61.92,25.75
100.00,100.00,,,38.72,18.54,22.99,28.56,73.55,62886.45,5.71,49410.00,24.98,-1.40,47710.79,18.00,338145.00,61.92,25.75
100.00,100.00,,,38.52,21.74,23.61,25.63,69.37,62844.00,5.67,50190.00,22.65,-0.90,49878.04,18.00,338145.00,61.92,25.75
100.00,100.00,,,41.25,17.95,23.58,26.28,73.53,60391.24,5.81,46160.00,24.73,-0.36,50260.30,18.00,338145.00,61.92,25.75
100.00,100.00,,,43.23,14.58,23.25,30.53,78.67,60022.98,5.50,42820.00,28.14,0.54,42784.70,18.00,338145.00,61.92,25.75
100.00,100.00,,,42.40,14.87,23.20,30.41,78.29,60795.30,5.55,45700.00,26.59,2.81,43784.28,18.00,338145.00,61.92,25.75
100.00,100.00,,,44.48,13.17,22.48,31.48,80.38,59405.82,5.34,43020.00,28.71,3.19,46297.50,18.00,338145.00,61.92,25.75
100.00,100.00,,,44.17,15.05,22.79,32.14,78.49,60528.16,5.37,44580.00,28.64,1.14,49964.50,18.00,338145.00,61.92,25.75
100.00,100.00,,,45.76,12.63,23.87,31.88,81.53,59219.42,5.19,40710.00,29.21,1.22,48628.64,18.00,338145.00,61.92,25.75
100.00,100.00,,,,9.82,23.29,35.93,85.78,56636.78,,,33.17,-2.80,48744.99,18.00,338145.00,61.92,25.75
100.00,100.00,,,9.32,50.61,415.16,67.83,90.52,52966.59,4.36,373120.00,6.74,3.92,22364.03,119.00,643801.00,46.23,2.21
100.00,100.00,,,9.46,46.48,421.08,76.09,91.45,53298.86,4.42,376730.00,7.41,1.98,22433.55,119.00,643801.00,46.23,2.21
100.00,100.00,,,8.73,52.67,436.76,62.69,90.46,52433.27,4.38,371019.99,6.18,1.14,24177.34,119.00,643801.00,46.23,2.21
100.00,100.00,,,8.91,57.38,441.07,61.47,89.75,52657.88,4.45,376709.99,5.96,0.82,29568.39,119.00,643801.00,46.23,2.21
100.00,100.00,,,8.95,56.53,448.24,62.42,90.03,52754.13,4.39,377790.01,5.97,2.83,33741.26,119.00,643801.00,46.23,2.21
100.00,100.00,,,8.66,63.35,451.53,54.98,88.88,52097.12,4.34,380660.00,5.37,1.66,34760.19,119.00,643801.00,46.23,2.21
100.00,100.00,,,8.52,56.90,450.19,60.91,89.98,51332.48,4.17,371549.99,5.97,2.45,36443.63,119.00,643801.00,46.23,2.21
100.00,100.00,,,9.46,58.18,439.73,64.30,89.65,50095.92,4.02,362829.99,6.64,2.42,41508.43,119.00,643801.00,46.23,2.21
100.00,100.00,,,10.60,55.57,439.45,72.33,90.21,49932.98,4.03,357989.99,7.63,0.25,45334.12,119.00,643801.00,46.23,2.21
100.00,100.00,,,11.32,51.32,409.74,68.15,90.30,46864.53,3.97,343730.01,7.71,-2.87,41575.42,119.00,643801.00,46.23,2.21
100.00,100.00,,,11.99,57.63,428.52,76.68,89.76,48006.33,4.02,347780.00,8.22,1.95,40638.34,119.00,643801.00,46.23,2.21
100.00,100.00,,,10.66,58.99,442.39,66.02,89.60,45914.77,3.85,335140.01,7.19,2.19,43790.73,119.00,643801.00,46.23,2.21
100.00,100.00,,,12.34,56.42,425.41,85.25,90.05,45681.15,3.84,338420.01,9.14,0.31,40874.70,119.00,643801.00,46.23,2.21
100.00,100.00,,,13.42,53.35,423.68,99.42,90.75,45921.21,3.83,338560.00,10.46,0.58,42592.94,119.00,643801.00,46.23,2.21
100.00,100.00,,,13.20,35.68,436.48,94.03,93.70,43808.91,3.65,306100.01,10.46,0.96,43011.26,119.00,643801.00,46.23,2.21
100.00,100.00,,,13.34,44.65,437.43,91.84,92.22,43929.53,3.66,311299.99,10.15,1.11,36638.18,119.00,643801.00,46.23,2.21
100.00,100.00,,,14.24,56.45,403.20,99.00,89.90,43053.95,3.56,313920.01,10.98,1.10,37037.37,119.00,643801.00,46.23,2.21
100.00,100.00,,,14.12,65.09,398.36,92.63,88.29,42633.39,3.47,317829.99,10.44,2.29,38685.26,119.00,643801.00,46.23,2.21
100.00,100.00,,,15.21,49.27,412.94,113.62,91.44,43334.20,3.40,307049.99,12.13,1.87,41572.49,119.00,643801.00,46.23,2.21
100.00,100.00,,,15.53,53.50,399.01,113.21,90.54,42326.79,3.29,300519.99,12.38,1.84,40578.64,119.00,643801.00,46.23,2.21
100.00,100.00,,,,48.14,353.83,125.28,90.87,38063.41,,,14.79,-7.86,39030.36,119.00,643801.00,46.23,2.21
,,702.29,,23.84,0.43,0.00,0.00,0.00,13692.39,,,,,,,,,
73.60,64.60,138.56,,72.78,0.48,0.00,0.80,62.50,9016.45,3.03,6080.00,,-1.88,4135.99,9.00,267667.00,-0.80,11.61
77.14,66.50,135.29,,72.42,0.48,0.00,0.87,64.44,9478.86,3.18,6230.00,,2.14,3993.03,9.00,267667.00,-0.80,11.61
77.84,68.00,132.19,,79.82,0.51,0.00,0.91,64.08,9233.19,3.85,5960.00,,-0.25,4141.43,9.00,267667.00,-0.80,11.61
78.54,69.60,129.02,,83.63,0.57,0.00,0.89,60.96,8742.19,4.43,6440.00,,2.25,4933.46,9.00,267667.00,-0.80,11.61
79.23,71.10,125.79,,85.78,0.60,0.00,0.88,59.46,8665.52,5.10,6090.00,,0.69,5739.61,9.00,267667.00,-0.80,11.61
81.60,72.70,122.47,,85.25,0.71,0.00,0.80,52.98,9015.14,5.80,6060.00,,2.68,6891.36,9.00,267667.00,-0.80,11.61
80.62,74.45,119.15,,86.16,0.67,0.00,0.94,58.39,8974.72,6.71,5440.00,,-2.81,7221.37,9.00,267667.00,-0.80,11.61
81.32,75.90,115.72,,87.35,0.89,0.00,0.79,47.02,8646.73,6.98,4940.00,,6.01,8458.31,9.00,267667.00,-0.80,11.61
82.03,77.70,112.35,407070000.00,87.32,0.89,0.00,0.88,49.72,8547.84,7.94,5270.00,,-3.31,10254.17,9.00,267667.00,-0.80,11.61
82.74,79.00,109.37,,88.00,0.87,0.00,0.94,51.93,8182.46,8.68,5200.00,,0.13,7721.02,9.00,267667.00,-0.80,11.61
89.46,80.40,105.66,6240000.00,85.86,0.97,0.00,0.90,48.13,9214.65,9.09,5760.00,,7.09,8849.32,9.00,267667.00,-0.80,11.61
88.86,81.60,101.86,,79.71,1.13,0.00,0.83,42.35,9102.30,6.83,5780.00,,7.09,10809.68,9.00,267667.00,-0.80,11.61
89.30,82.65,98.07,,75.49,1.18,0.00,0.90,43.27,11006.09,5.73,5600.00,,5.25,9813.51,9.00,267667.00,-0.80,11.61
86.40,83.60,182.49,20000.00,82.19,1.09,0.00,0.93,46.04,10740.27,7.97,5790.00,,5.64,9683.58,9.00,267667.00,-0.80,11.61
86.96,84.65,176.03,10000.00,81.30,1.13,0.00,0.79,41.15,10845.48,7.42,5960.00,,4.31,9663.42,9.00,267667.00,-0.80,11.61
87.38,85.60,170.87,13090000.00,81.95,1.12,0.00,0.93,45.37,10108.49,7.22,6120.00,,3.88,7384.70,9.00,267667.00,-0.80,11.61
88.20,86.20,165.79,40720000.00,80.77,1.28,0.00,0.96,42.86,9740.70,7.11,6420.00,,2.09,6984.42,9.00,267667.00,-0.80,11.61
86.27,86.80,161.22,120000.00,90.10,1.25,0.00,0.94,42.92,10052.40,6.75,5330.00,,0.47,7230.43,9.00,267667.00,-0.80,11.61
89.88,87.40,157.08,20000.00,90.13,1.26,0.00,0.91,41.94,8795.32,6.64,5120.00,,0.84,7959.01,9.00,267667.00,-0.80,11.61
90.73,87.80,153.22,,89.88,1.25,0.00,1.01,44.69,7427.66,5.99,5250.00,,3.92,7767.00,9.00,267667.00,-0.80,11.61
91.57,88.10,149.56,,,1.19,0.00,1.01,45.91,8367.07,,,,-1.84,6881.72,9.00,267667.00,-0.80,11.61
34.30,3.70,0.00,,62.86,0.11,0.00,0.00,0.00,880.40,3.13,,,,,239.00,11300.00,13.47,-16.57
29.87,3.70,0.01,,59.61,0.13,0.00,0.00,0.00,931.85,3.10,,,,,239.00,11300.00,13.47,-16.57
31.52,3.80,0.05,10000.00,60.97,0.14,0.00,0.00,0.00,901.83,3.23,,,,,239.00,11300.00,13.47,-16.57
27.80,3.70,0.14,,62.41,0.16,0.00,0.00,0.00,876.48,3.05,,,,,239.00,11300.00,13.47,-16.57
34.80,3.60,0.26,,61.25,0.17,0.00,0.00,0.00,898.56,2.94,,,,,239.00,11300.00,13.47,-16.57
30.46,3.40,0.42,,61.71,0.19,0.00,0.00,0.00,881.66,3.05,,,,,239.00,11300.00,13.47,-16.57
38.08,3.30,0.46,,60.21,0.20,0.00,0.00,0.00,929.52,3.20,,,,,239.00,11300.00,13.47,-16.57
39.72,3.10,0.71,,57.27,0.22,0.00,0.00,0.00,934.91,3.22,,,,,239.00,11300.00,13.47,-16.57
41.38,3.00,0.83,,56.28,0.23,0.00,0.00,0.00,941.52,3.09,,,,,239.00,11300.00,13.47,-16.57
43.04,2.80,1.02,,53.91,0.23,0.00,0.00,0.00,980.54,3.09,,,,,239.00,11300.00,13.47,-16.57
46.66,2.70,1.08,,56.60,0.23,0.00,0.00,0.00,1036.86,2.92,,,,,239.00,11300.00,13.47,-16.57
48.25,2.40,1.09,10000.00,56.24,0.24,0.00,0.00,0.00,1056.74,3.24,,,,,239.00,11300.00,13.47,-16.57
49.83,2.30,1.60,,56.95,0.25,0.00,0.00,0.00,998.80,3.13,,,,,239.00,11300.00,13.47,-16.57
51.50,2.20,1.57,,59.33,0.25,0.00,0.00,0.00,964.19,3.01,,,,,239.00,11300.00,13.47,-16.57
52.93,2.10,1.64,,53.17,0.26,0.00,0.00,0.00,1034.74,3.34,,,,,239.00,11300.00,13.47,-16.57
54.56,2.00,1.62,,48.95,0.28,0.00,0.00,0.00,1028.86,3.48,,,,,239.00,11300.00,13.47,-16.57
56.33,1.90,1.58,,48.62,0.29,0.00,0.00,0.00,1008.47,3.45,,,,,239.00,11300.00,13.47,-16.57
56.20,1.90,1.53,25390000.00,48.02,0.30,0.00,0.00,0.00,998.23,3.29,,,,,239.00,11300.00,13.47,-16.57
60.30,1.80,1.49,64770000.00,49.01,0.31,0.00,0.00,0.00,978.75,3.08,,,,,239.00,11300.00,13.47,-16.57
62.10,1.80,1.45,11870000.00,49.24,0.30,0.00,0.00,0.00,972.67,2.97,,,,,239.00,11300.00,13.47,-16.57
62.27,1.70,1.40,,,0.29,0.00,0.00,0.00,905.35,,,,,,239.00,11300.00,13.47,-16.57
99.81,48.10,587.03,,47.25,1.47,0.00,5.80,79.78,9423.70,5.99,4770.00,,1.84,749.91,57.00,69700.00,42.32,43.36
99.81,49.10,595.94,18260000.00,53.15,1.31,0.00,5.49,80.74,8959.57,5.12,3520.00,,4.81,801.99,57.00,69700.00,42.32,43.36
99.90,49.60,601.31,,56.76,0.46,0.00,6.70,93.58,10776.44,4.80,2960.00,,5.47,853.52,57.00,69700.00,42.32,43.36
100.00,51.10,604.10,1860000.00,55.33,0.60,0.00,6.46,91.50,9694.85,4.60,3160.00,,11.06,1010.01,57.00,69700.00,42.32,43.36
99.93,52.70,605.98,3440000.00,54.53,0.82,0.00,5.99,87.96,10085.43,4.47,3370.00,,5.79,1305.05,57.00,69700.00,42.32,43.36
97.94,54.20,608.23,9570000.00,41.48,0.97,0.00,6.17,86.41,11553.32,4.17,4240.00,,9.59,1642.76,57.00,69700.00,42.32,43.36
100.00,56.35,616.92,2580000.00,37.22,1.85,0.00,5.26,73.98,10517.19,4.06,4700.00,,9.42,1996.06,57.00,69700.00,42.32,43.36
100.00,58.30,648.93,,36.22,1.42,0.00,6.75,82.62,13246.12,3.98,5630.00,,12.58,2635.35,57.00,69700.00,42.32,43.36
100.00,60.80,654.96,,36.30,1.21,0.00,7.09,85.42,13342.63,3.49,4840.00,,2.42,3324.74,57.00,69700.00,42.32,43.36
100.00,63.00,659.83,1020000.00,36.72,1.08,0.00,7.34,87.17,13652.78,3.74,5620.00,,-3.65,2822.67,57.00,69700.00,42.32,43.36
100.00,65.60,659.27,8380000.00,39.15,0.71,0.00,9.27,92.89,14789.65,3.55,5320.00,,6.25,3233.30,57.00,69700.00,42.32,43.36
100.00,68.70,662.44,139210000.00,31.53,2.17,0.00,7.81,78.26,13820.91,3.75,6520.00,,7.40,4021.74,57.00,69700.00,42.32,43.36
100.00,71.70,666.78,37150000.00,28.69,2.32,0.00,7.15,75.50,14376.84,3.68,7190.00,,6.37,4421.82,57.00,69700.00,42.32,43.36
100.00,74.10,675.23,9820000.00,33.16,1.68,0.00,8.19,82.98,16267.89,3.99,7840.00,,3.62,4623.75,57.00,69700.00,42.32,43.36
100.00,77.00,711.64,195990000.00,31.34,1.91,0.00,8.25,81.20,17044.35,4.08,8470.00,,4.43,4739.19,57.00,69700.00,42.32,43.36
100.00,79.30,714.92,6770000.00,28.15,2.24,0.00,8.37,78.89,18088.29,4.18,9200.00,,3.02,4014.19,57.00,69700.00,42.32,43.36
100.00,81.65,731.32,90510000.00,27.64,2.10,0.00,9.25,81.50,19119.28,4.20,9650.00,,2.91,4062.17,57.00,69700.00,42.32,43.36
100.00,84.00,792.98,30000000.00,28.03,2.10,0.00,9.21,81.43,19005.78,4.04,9730.00,,4.84,4357.00,57.00,69700.00,42.32,43.36
99.90,85.80,821.49,46330000.00,27.94,1.99,0.00,9.93,83.31,19383.40,3.82,9570.00,,4.84,4722.79,57.00,69700.00,42.32,43.36
100.00,87.70,916.80,23940000.00,25.22,2.67,0.00,8.93,76.98,19659.35,3.83,10110.00,,4.98,4697.98,57.00,69700.00,42.32,43.36
100.00,89.10,962.41,,,2.82,0.00,8.34,74.73,18696.85,,,,-6.76,4266.69,57.00,69700.00,42.32,43.36
100.00,100.00,,,3.70,367.22,169.61,35.47,35.83,48903.70,4.00,830280.00,2.89,2.91,23635.93,240.00,357022.00,51.17,10.45
100.00,100.00,,,3.90,372.69,171.30,37.90,35.95,49841.39,4.05,847680.00,2.94,1.68,23607.88,240.00,357022.00,51.17,10.45
100.00,100.00,,,4.41,372.64,164.84,44.48,35.97,49257.79,3.97,833380.00,3.54,-0.20,25077.73,240.00,357022.00,51.17,10.45
100.00,100.00,,,5.44,390.81,165.06,46.67,35.14,49300.90,3.99,836789.98,3.64,-0.70,30243.58,240.00,357022.00,51.17,10.45
100.00,100.00,,,6.34,385.24,167.07,57.97,36.87,49342.41,3.97,821070.01,4.52,1.18,34044.05,240.00,357022.00,51.17,10.45
